sentence,label,source
Prepare for the day ahead with WSB,neutral,Twitter
$GS - Goldman teams with startup to explore quantum computing - WSJ https://t.co/imM34FiRog,neutral,Twitter
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",negative,FiQA
`` The flex is a small price to pay for happy lenders . '',neutral,FPB
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,FPB
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,FPB
"Fortinet : FortiGuard Labs Weekly Threat Update &ndash; November 22, 2019 #Fortinet #Stock #MarketScreener… https://t.co/DtxRWKpWWP",neutral,Twitter
"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .",positive,FPB
Focus - Beyond Meat vs Zhenmeat: The battle for China's meatless market,neutral,Twitter
Why Home Depot Stumbled on Earnings,negative,Twitter
"TWTR, ZNGA among premarket gainers",positive,Twitter
Dassault Systemes reports Q4 results,neutral,Twitter
Boris' Brexit Pledge Is Gift For 2020 Markets: Ashworth (Radio),neutral,Twitter
The sales price was not disclosed .,neutral,FPB
"Art And Cannabis Getting Extra: Crumb's $690,000 Weed Drawing, Keith Haring's Bongs Line",neutral,Twitter
Efforts to save South African Airways by placing it into bankruptcy protection hit a snag https://t.co/ptXgcTsac7,negative,Twitter
American farmers are already suffering for lack of exports (via @bopinion) https://t.co/kmIhRwtJ4x,negative,Twitter
WATCH: Why is 2019 on pace to be the largest year ever for healthcare technology? @GoldmanSachs Investment Banking… https://t.co/TJKrWqal07,positive,Twitter
The Best-Managed Companies of 2019 -- and How -2- #economy #MarketScreener https://t.co/4WHW32mmgd https://t.co/NemgM7YzYe,neutral,Twitter
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,FPB
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,positive,FiQA
".@SussexUni scientists developed a 3D image that moves, recreates sounds, and even mimics the sensation of touch https://t.co/8CFjY45GGE",neutral,Twitter
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative,FPB
$EGRX - Eagle Pharma set to refile Ryanodex NDA; shares ahead 5% https://t.co/7mTlIJa4w1,positive,Twitter
"World’s Largest Pension Fund Gains on Stocks, Foreign Debt",positive,Twitter
"Euroseas EPS beats by $0.02, beats on revenue",positive,Twitter
Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .,neutral,FPB
Total gets Libya's approval to acquire Marathon Oil concession https://t.co/d58beiqsNH,neutral,Twitter
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,negative,FiQA
"Voters in key 2020 election states are growing increasingly pessimistic about the economy, as the coronavirus crisi… https://t.co/5hJJPXZ9mB",negative,Twitter
Bond ETFs for Those Focused On Resurgence in Inflation,neutral,Twitter
BW Group trims its stake in DHT Holdings,negative,Twitter
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive,FPB
"S&P 500, Nasdaq notch records to end the week as market weighs merits of limited China trade-deal",positive,Twitter
"Merriam-Webster announced ""they"" as its Word of the Year. Searches for the term increased by 313% in 2019 https://t.co/QckhyvXIP8",neutral,Twitter
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,FiQA
Is Ben & Jerry's misleading consumers? Lawsuit says 'happy cow' representation not quite true,negative,Twitter
WRAPUP 1-U.S. housing starts rise; permits highest in over 12 years,positive,Twitter
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,FPB
OECS Organisation of Eastern Caribbean States : Music Talk held in Montserrat #OECS #economy #MarketScreener… https://t.co/j9Udq6yn5m,neutral,Twitter
"🎧 SOUND ON: @FatboySlim sampled @GretaThunberg's UN speech in a remix of his 1998 hit, “Right Here, Right Now” https://t.co/3fQqKPeuXD",neutral,Twitter
Asbury Automotive to acquire luxury dealerships from Park Place in cash deal valued at $1 billion,neutral,Twitter
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",positive,FiQA
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,FPB
"Tullow to Cut 40% Jobs in Kenya, Focus on Investment Decision",negative,Twitter
Tesla unveiled a new electric pickup truck called Cybertruck yesterday. But the truck’s futuristic design polarized… https://t.co/e70Lm0m1dy,neutral,Twitter
$BNKXY - Bankia: Low Valuation Is More Than Justified By Its Fundamental Woes. Continue reading:… https://t.co/Z1xKyV4ZG9,neutral,Twitter
"Trump-branded properties lost value since the 2016 election, study shows",neutral,Twitter
U.K.'s Johnson to Spend 5 Billion Pounds on Bus Service Overhaul,neutral,Twitter
Jaguar Land Rover to cut output at two UK factories,negative,Twitter
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,neutral,FPB
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,positive,Twitter
Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,positive,FiQA
Fossil Has Lost Half of Its Value This Year,negative,Twitter
AB InBev offers SABMiller $3 billion breakup fee,positive,FiQA
"Carnival $CCL shares climbed after a Saudi investment fund bought an 8.2% stake, valued at nearly $370 million, in… https://t.co/fLj0pBwTzk",positive,Twitter
Every Bubble Eventually Finds Its Pin https://t.co/E3LesbBMP1,negative,Twitter
The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,neutral,FPB
"US Economy in ""Late-Cycle"" Phase? ETFs to Play",neutral,Twitter
Huawei initiates legal action against Verizon,negative,Twitter
"Trump Withholding $823 Million for Clean Energy, Democrats Say",neutral,Twitter
Oil Prices' Hard Landing Initializing Descent. Continue reading: https://t.co/4zqKuKP70N #markets #business #economy,negative,Twitter
USD/JPY Forecast: USD to Consolidate Against JPY - DailyForex.com,positive,Twitter
When should you bring up money in a relationship? Here's how to navigate that tricky conversation.… https://t.co/NiqSJHxUuC,neutral,Twitter
U.S. stocks open lower https://t.co/0thvjPaMlT https://t.co/ha4HDhORNu,negative,Twitter
$EPD - Enterprise Products Partners (EPD) Presents At RBC Capital Markets Midstream Conference - Slideshow. Follow… https://t.co/1mXgfJmOF2,neutral,Twitter
$SLG - SL Green rises 3.5% in two-day advance https://t.co/3qMBfwfQWN,positive,Twitter
"The New York Fed said it will shrink its repurchase agreement operations further, starting with Friday's overnight… https://t.co/eAhxhyAocY",neutral,Twitter
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,FPB
Morgan Stanley sees GM doubling in bull case scenario,positive,Twitter
New York Fed opens registration for commercial paper funding facility https://t.co/K5ZI55Mei5 https://t.co/eUnLPyar0E,neutral,Twitter
Did Schiff Turn Trump Into Billionaire Martyr With Ill-Advised Impeachment Gambit? https://t.co/HD72Ts68Zv,neutral,Twitter
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive,FiQA
Scalp Trader's recent $CVNA swing long ripped higher for a +90% gain in just one week. Learn more and #tradesmarter… https://t.co/w5NlaycODq,positive,Twitter
"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement",negative,Twitter
$BPOP - Popular to review letter from activist investor https://t.co/wuA2aQSC8J,neutral,Twitter
Bets on potential mining defaults surge on worsening sector outlook #AngloAmerican #Stock #MarketScreener… https://t.co/AiYhedShlz,negative,Twitter
"The Trump administration announced a plan Wednesday to end food-stamp benefits for about 700,000 Americans https://t.co/0SHXpOpFEF",neutral,Twitter
I gave up my smartphone for a week and lived with a phone that only places calls — and I hated it.… https://t.co/5nB4kYMDOW,neutral,Twitter
The agreement includes application maintenance and support services .,neutral,FPB
"The job loss reflected in Friday's report is a shock that is unprecedented, as is the uncertainty surrounding it-wh… https://t.co/cXIDgk5QcD",negative,Twitter
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,FPB
Amkor Technology Reports Financial Results for the Fourth Quarter and Full Year 2019,neutral,Twitter
"3 Great Mutual Fund Picks for Your Retirement - February 07, 2020",neutral,Twitter
The Greatest Swindle In American History... And How They'll Try It Again Soon https://t.co/UpD5o8R5FB,neutral,Twitter
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,FPB
The U.K. reports a decline in the number of coronavirus-related deaths for the second day in a row https://t.co/RD7dWLp3kE,neutral,Twitter
"Hedge Funds Dropped The Ball On The Meet Group, Inc. (MEET)",neutral,Twitter
$PACD Added + shares on pullback. BORR +130% they will find this sympathy play very soon. Money will flow into this… https://t.co/0PTZlnV1ps,positive,Twitter
$CHRM Loooooongggggg base,positive,FiQA
$COMDX: Energy Settlement Prices https://t.co/JHLtzLJyB0,neutral,Twitter
Net sales have been eaten by the weak US dollar .,negative,FPB
$CNC *S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,positive,Twitter
Gold firms ahead of tariff deadline and central bank decisions https://t.co/EZFDczi5P9 https://t.co/kE9ngOnIBA,positive,Twitter
Consider Aphria Stock as the Cannabisphere Burns,neutral,Twitter
Honda may keep Wuhan plants closed longer due to outbreak: Nikkei,negative,Twitter
Fed's 42-Day Repo 2x Oversubscribed In Scramble For Year End Liquidity https://t.co/skVPSppwaY,neutral,Twitter
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive,FiQA
Qualcomm CEO Says 5G 'Is a Big Deal For Us',neutral,Twitter
"As a result of the negotiations , the company will terminate total 5 employment contracts .",negative,FPB
"There are Democrats that can win 2020 election, billionaire Trump-ally Tom Barrack says https://t.co/USRsmOtFkw",neutral,Twitter
Do Hedge Funds Love Virtusa Corporation (VRTU)?,neutral,Twitter
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive,FPB
Wereldhave N.V. reports Q4 results,neutral,Twitter
Emerald Resources NL : Voluntary Suspension #EmeraldResourcesNL #Stock #MarketScreener https://t.co/zefjhT7YbV https://t.co/0f5IRUY68q,neutral,Twitter
WuXi AppTec : 1) ADJUSTMENTS TO THE NUMBER OF THE INCENTIVE PARTICIPANTS AND NUMBER OF RES... #Stock… https://t.co/piw3RrVBvr,neutral,Twitter
At the open (2/6/2020),neutral,Twitter
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,FPB
$MRLN - Marlin Business Services -3.3% post Q4 results https://t.co/bS3t6QMQYJ,negative,Twitter
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral,FPB
JEOL : Form 8.5 (EPT/RI)- Just Eat plc AMENDMENT #JEOL #Stock #MarketScreener https://t.co/EzlnPgve80 https://t.co/Ymcgw5V8l8,neutral,Twitter
"Monday will be the first chance for insiders to sell stock from Crowdstrike since June's IPO, but the CEO says his… https://t.co/tK5sTy39mg",neutral,Twitter
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,FPB
The ore body is sufficient to support anticipated production for at least 46 years .,neutral,FPB
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,FPB
"Here's How Much A 30-Year Mortgage On A $250,000 Home Really Costs",neutral,Twitter
Prudential to Deepen Presence in China Market; Asia CEO Nicandrou,neutral,Twitter
We're Keeping An Eye On MOGU's (NYSE:MOGU) Cash Burn Rate,neutral,Twitter
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,negative,Twitter
Talk to work-from-home staff a lot to discourage disengagement https://t.co/tT17pKze6L via @BW,neutral,Twitter
And U.S. energy executives say high steel prices are threatening energy exploration .,negative,FPB
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive,FPB
Macy's says temporary issue with e-commerce business also impacted Q3 performance,negative,Twitter
This week's #economic data releases & forecasts https://t.co/nWoqf7UPiu #AdvIntlTradeInGoods #AdvRetailInventories… https://t.co/bqHJvUPTHE,neutral,Twitter
A tense showdown over college vaping and its health risks is roiling Duke University https://t.co/gU0dZCoiZa,neutral,Twitter
"Dow breaks through 28,000 | Calamatta Cuschieri - MaltaToday",positive,Twitter
Kudlow says Fed should take bolder action on interest rates,neutral,Twitter
Weston George reports Q3 results,neutral,Twitter
The billionaire who controls luxury-goods giant Richemont is considering selling stakes in two South African fiber… https://t.co/eUxfUY60uT,neutral,Twitter
Europe’s Climate Moonshot Runs Into Instant Trouble Over Costs,neutral,Twitter
Delivery is due in the second half of 2011 .,neutral,FPB
"$NVDA $UBER - Beware The Ides Of December, Current Events Should Boost Markets Now; Sell Uber And Tesla. Get more u… https://t.co/BcYnGhPTG3",neutral,Twitter
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/XltkskkpZw https://t.co/g8VHPlAr19,neutral,Twitter
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,FPB
`` The CHF is a great product .,positive,FPB
"Are these 3 Top-Ranked Mutual Funds In Your Retirement Portfolio?- February 07, 2020",neutral,Twitter
The deal also includes a ten-year maintenance agreement .,neutral,FPB
BJ's Wholesale lowers 2019 sales outlook to approximately $12.9 bln from $12.9 bln-$13.2 bln,negative,Twitter
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,FPB
The combined value of the planned investments is about EUR 30mn .,neutral,FPB
Earnings per share EPS amounted to EUR0 .01 .,neutral,FPB
"Have you ever had a haircut so bad, you were inspired to create an entirely new tech program to ensure your next cu… https://t.co/5whAL6mlak",neutral,Twitter
"At 11.2%, Air Passenger Growth Returns To Double-Digits In November",positive,Twitter
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral,FPB
Highlight: Chief CEO @cb_childers discusses women in the workplace: https://t.co/269bM576oa,neutral,Twitter
Calculating The Fair Value Of IntriCon Corporation (NASDAQ:IIN),neutral,Twitter
$PVH - Phillips-Van Heusen Q3 2020 Earnings Preview https://t.co/kNhCYwVnBX,neutral,Twitter
"Expert: ‘there are people at the top who are making a lot of money, but most people are going to work at jobs that are low-wage, low-hour’",neutral,Twitter
Nokia is also negotiating the product portfolio of the new company .,neutral,FPB
"NBA should trim schedule to 68 games, says Washington University sports business director https://t.co/GGXMbWQjbV",neutral,Twitter
Transportation Department IG to audit FAA pilot training requirements after Boeing 737 MAX crashes,neutral,Twitter
Ford and McDonald's are turning coffee waste into car parts https://t.co/uIP4HPHyn9 https://t.co/qKnCKGMXrk,neutral,Twitter
GKN to buy Fokker Technologies for 706 mln euros,positive,FiQA
"Level of interest in $WORK
VWAP from the IPO https://t.co/hg90hnwESu",neutral,Twitter
"India is planning to offer incentives to 324 companies, including Tesla, to set up factories there https://t.co/1alTtQsUOc",neutral,Twitter
Up to 88% of Hong Kong’s 7.4 million residents have been exposed to tear gas fired at protesters by police https://t.co/uTFPskBGES,neutral,Twitter
"In 1994, #Rwanda faced the Tutsi genocide claiming the lives  of 1m+ people. In the aftermath, several @WBG_IDA pro… https://t.co/PkgnSSSe7D",neutral,Twitter
Asian Markets Slip as Trump Threatens Higher Tariffs,negative,Twitter
Myanmar Asks Tour Firms to Suspend Services for Chinese Visitors,neutral,Twitter
"$FISI - Financial Institutions, Inc. (FISI) CEO Marty Birmingham on Q4 2019 Results - Earnings Call Transcript.... https://t.co/x0EUXRLkqc",neutral,Twitter
ESG Strategies May Help Investors Beat Market Returns,neutral,Twitter
Voters left in the dark over money behind online election ads https://t.co/84RDNVsRKP,neutral,Twitter
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,FPB
$SCANX: Earnings/guidance movers https://t.co/YrPxLxDd6q,neutral,Twitter
"$HTH - Hilltop Holdings, Inc. (HTH) CEO Jeremy Ford on Q4 2019 Results - Earnings Call Transcript.... https://t.co/xXYAYCsXLg",neutral,Twitter
Japan Seen Needing U.S. Help to Check China’s Digital Yuan,neutral,Twitter
Hedge Funds Are Still Bullish On TechTarget Inc (TTGT) Despite Recent Sales,positive,Twitter
"Stock Market Live Updates: S&P 500, Nasdaq, Dow post record closing highs - Yahoo Canada Finance",positive,Twitter
"Video game revenue is projected to reach $174,000,000,000 this year, according to IDC. But there’s an issue many de… https://t.co/A6zTb3fb4X",positive,Twitter
"1-Day Conference: Semiconductor Market Forecast 2020 (London, United Kingdom - January 15, 2020) -… https://t.co/hizUfGlrjD",neutral,Twitter
3 ETFs to Consider as Fed is on Mortgage Bond Buying Spree,neutral,Twitter
Priceline's stock jumps to new high for the year after Barclays upgrade,positive,FiQA
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,FPB
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",neutral,FPB
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",neutral,FiQA
"BAWAG - Is to issue a benchmark , covered deal .",neutral,FPB
Designers Focus on Eco-Conscious Fashion,neutral,Twitter
Turkish Lira Slides Past 6 Per Dollar to an Eight-Month Low,negative,Twitter
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",neutral,FPB
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,FPB
Credit Suisse's Top Investor Wants Chairman to Follow CEO Out,negative,Twitter
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",negative,FiQA
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,positive,FiQA
$TD $SCHW $AMTD - TD Bank to own 13% Schwab stake after Ameritrade deal https://t.co/oqmaKzAJTW,neutral,Twitter
"Divestment Will Lead To Loss Of Jobs, Says Concor  Employees Union",neutral,Twitter
"Lanai, Nicole, Josh and Joana were too young to vote in the Brexit referendum in 2016. 

This year, they’re finally… https://t.co/sVmzdrN4ho",neutral,Twitter
AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results,positive,Twitter
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive,FiQA
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral,FPB
UPDATE 1-Alibaba will raise up to $12.9 bln in Hong Kong listing -sources,neutral,Twitter
$AMCN pushing highs,positive,FiQA
JPMorgan's Jamie Dimon said he expects to see a phase-one trade deal between the U.S. and China https://t.co/PzVxE4Cybv,positive,Twitter
Singing Machine reports Q2 results,neutral,Twitter
#SouthAfrica suffers among the highest levels of inequality in the world. #Inequality manifests itself through a sk... https://t.co/388qLKScln,neutral,Twitter
Brazil's energy minister to attend G20 oil meeting after Saudi invite https://t.co/5Rru9T7vjQ https://t.co/JBKjC3nBy0,neutral,Twitter
"A Californian church depicted Jesus, Mary and Joseph in cages at the U.S.-Mexico border for their nativity display.… https://t.co/Nurcx5QN8T",neutral,Twitter
$TRXC - TransEnterix up 2% after hours on $25M stock sales deal https://t.co/qpB9c2J6XW,positive,Twitter
"Astrology is cool again. So what will happen with Brexit, and who will win the 2020 US election? A prominent New Yo… https://t.co/Hqm5nw1d77",neutral,Twitter
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral,FPB
New U.S. airline expected to launch late this year,neutral,Twitter
Swedish prosecutor has dropped Julian Assange rape probe: reports,neutral,Twitter
$TSLA - Why Tesla Remains A Strong Buy. https://t.co/LyHcrFPlEH #markets #stocks #business,positive,Twitter
Synlait Milk : appoints Director Operations #SynlaitMilk #Stock #MarketScreener https://t.co/v0214GXIUv https://t.co/wUBCcwtBg3,neutral,Twitter
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,positive,FiQA
"Dow futures gain 129 points, or 0.4%, S&P 500 rise 13 points, or 0.4%",positive,Twitter
Avantor Q4 non-GAAP EPS up 90%,positive,Twitter
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,FPB
Did you know? The world's most-watched YouTube channel is T-Series from India https://t.co/cMlEjCo65u,neutral,Twitter
316 my measure on $SPY,neutral,Twitter
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,FPB
GDS Holdings Limited Just Released Its Third-Quarter Earnings: Here's What Analysts Think,neutral,Twitter
GoDaddy announces board changes,neutral,Twitter
Canadian provinces on board with AbbVie's Skyrizi,neutral,Twitter
Rising Short Interest Has Primed The Pumps For A Reversal In Energy ETFs. https://t.co/a1vhrYjPvB #business #investing #markets,negative,Twitter
$SCANX: Large cap notable movers of interest -- Splunk (SPLK) rises following upside third quarter press https://t.co/zPhoZLuGsK,positive,Twitter
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,FPB
"China’s schoolchildren are now the smartest in the world, according to an OECD study https://t.co/YhulcVcLVz (Video… https://t.co/1eLd5sDS8J",neutral,Twitter
india confirms iPhone exports,neutral,Twitter
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,FPB
"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",positive,Twitter
"The Federal Reserve System includes 12 districts. Using those numbers, 1-12, is a handy way to learn about the cent… https://t.co/cbNWuE9tqT",neutral,Twitter
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,FPB
"In his current position , Manty has worked since 1996 .",neutral,FPB
`` We are pleased to welcome Tapeks Noma into Cramo group .,positive,FPB
Bank of Israel expands its crisis QE with $13.6 billion in bond buying https://t.co/xEMWn1vjAO,neutral,Twitter
"The new company will buy from Baltic Pearl CJSC a lease right to 8.1 hectares for the construction of a mall with a gross area of 140,000 sq m 1.5 million sq ft .",neutral,FPB
$UCBJF $UCBJF $ABBV - UCB's bimekizumab tops Humira in late-stage psoriasis study https://t.co/LHT1Kd1aTu,neutral,Twitter
Enfindus sceglie gli inverter SolarEdge per 1 GW di progetti fotovoltaici in Europa,neutral,Twitter
Dow is down over 500 points. Here's what you need to know now:  https://t.co/hvgRljuQji,negative,Twitter
Zoom shares get whacked over privacy concerns #economy #MarketScreener https://t.co/nhvqnJfysH https://t.co/sGId3aQEuy,negative,Twitter
$YHOO About to break out on the 5-min...,positive,FiQA
Kingfisher share price slides on cost to implement new strategy,negative,FiQA
Unit costs for flight operations fell by 6.4 percent .,positive,FPB
Is Inflation Really Under Control? https://t.co/B86ntFUj2h,neutral,Twitter
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,FPB
"Fed is watching virus effects, flags 'elevated' business debt in report",neutral,Twitter
Also Chile is an important market area for forest machine companies .,neutral,FPB
Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil,negative,Twitter
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",neutral,FPB
Another new Stock Market Record. Enjoy!,positive,Twitter
Fed's Rosengren says U.S. unlikely to have economic downturn in 2020,positive,Twitter
"Tallgrass Energy CEO Dehaemers departs, succeeded by Moler",neutral,Twitter
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",positive,FPB
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,positive,Twitter
$ISRG Break out confirmed. Bought Leaps. Good trading!,positive,FiQA
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,FPB
Natural Gas Prices To Trade Sideways With Near-Term Weather Being Variable; Upside Potential Still On Table Longer… https://t.co/uM9WXN9x2M,neutral,Twitter
Exxon is cutting billions of dollars in investments to keep its financial footing during the worst oil-price rout i… https://t.co/QoPqAc2J9a,negative,Twitter
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,FPB
The company has an annual turnover of EUR32 .8 m.,neutral,FPB
"However , the growth margin slowed down due to the financial crisis .",negative,FPB
"Half of small businesses fall behind on April rent, poll finds - WSJ https://t.co/mcpS5eh1ao",negative,Twitter
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,positive,Twitter
"In addition , MIDs are always online and enable full Internet browsing .",neutral,FPB
Matt Miller's Scouting Notebook: NFL Scouts Pick Top 2020 Free-Agency Signings - Bleacher Report,neutral,Twitter
MiRagen down 24% after pricing equity offering,negative,Twitter
$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,positive,FiQA
The latest marker of Chinese interest in African fintech is a $120 million funding round for OPay,neutral,Twitter
Dubai's jobs disappeared at the fastest pace in at least a decade in the latest signs of strain on the Middle East'… https://t.co/7DTizm6doS,negative,Twitter
"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",neutral,FPB
Passenger volumes rose by 8.4 % in the accounting period .,positive,FPB
$TRNX very good news. Watch the break of 1.03 for a big run https://t.co/cvkaMxChC1,positive,Twitter
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,neutral,FPB
Canadian dollar climbs to 11-day high amid coronavirus optimism #economy #MarketScreener https://t.co/8ohQPiXekn https://t.co/z98FjTKvFr,positive,Twitter
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,FPB
Citi reels in PT on Nu Skin,positive,Twitter
BTC $SPLK next week 134 puts,negative,Twitter
Cardiff Lexington Corporation reports Q3 results,neutral,Twitter
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,FPB
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,FPB
@TimLampkin of @higherpurposeco says that being a part of the St. Louis Fed’s Community Development Advisory Counci… https://t.co/Ex5SCguwe4,neutral,Twitter
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,FPB
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,FPB
Some 53% of children in low- and middle-income countries experience “learning poverty”—meaning they are unable to r… https://t.co/TtvqkLPkbo,neutral,Twitter
$ANET in from last week. https://t.co/NTYrAjdveo,neutral,Twitter
$VC - Visteon faces lawsuit on home turf https://t.co/TX8UiKK5ZJ,negative,Twitter
Here's Why We're Watching Mineworx Technologies's (CVE:MWX) Cash Burn Situation,neutral,Twitter
